"seqname","source","feature","start","end","score","strand","frame","attribute","gene_id","description","go_term"
"chr4B","IWGSC_v1.1_201706","gene",132333962,132340402,"52","-",".","ID=TraesCS4B02G115800;Name=TraesCS4B02G115800;previous_id=TraesCS4B01G115800;primconf=HC","TraesCS4B02G115800","","regulation of transcription by RNA polymerase II; cyclin-dependent protein serine/threonine kinase regulator activity"
"chr4B","IWGSC_v1.1_201706","gene",132847638,132851268,"53","+",".","ID=TraesCS4B02G115900;manually_curated=yes;curating_team=IWGSC_steinn;derived_from=TraesCS4B01G115900,PPRFinder_889;primconf=HC;Name=TraesCS4B02G115900","TraesCS4B02G115900","Pentatricopeptide repeat-containing protein At3g26782, mitochondrial [Source:Projected from Arabidopsis thaliana (AT3G26782) UniProtKB/Swiss-Prot;Acc:Q9LW32]","RNA binding; zinc ion binding; RNA modification; protein binding"
"chr4B","IWGSC_v1.1_201706","gene",132852710,132858784,"59","-",".","ID=TraesCS4B02G116000;Name=TraesCS4B02G116000;previous_id=TraesCS4B01G116000;primconf=HC","TraesCS4B02G116000","","regulation of transcription by RNA polymerase II; cyclin-dependent protein serine/threonine kinase regulator activity"
"chr4B","IWGSC_v1.1_201706","gene",133588825,133593862,"42","+",".","ID=TraesCS4B02G116100;Name=TraesCS4B02G116100;previous_id=TraesCS4B01G116100;primconf=HC","TraesCS4B02G116100","","nucleic acid binding; exonuclease activity"
"chr4B","IWGSC_v1.1_201706","gene",133851917,133854945,"60","+",".","ID=TraesCS4B02G116200;Name=TraesCS4B02G116200;previous_id=TraesCS4B01G116200;primconf=HC","TraesCS4B02G116200","UDP-glucose 6-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:W5EE66]","NAD binding; UDP-glucose 6-dehydrogenase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"chr4B","IWGSC_v1.1_201706","gene",134046928,134047677,"62","+",".","ID=TraesCS4B02G116300;Name=TraesCS4B02G116300;previous_id=TraesCS4B01G116300;primconf=HC","TraesCS4B02G116300","","electron transfer activity"
"chr4B","IWGSC_v1.1_201706","gene",134373064,134376142,"53","-",".","ID=TraesCS4B02G116400;Name=TraesCS4B02G116400;previous_id=TraesCS4B01G116400;primconf=HC","TraesCS4B02G116400","","protein metabolic process"
"chr4B","IWGSC_v1.1_201706","gene",134589796,134595825,"58","-",".","ID=TraesCS4B02G116600;Name=TraesCS4B02G116600;previous_id=TraesCS4B01G116600;primconf=HC","TraesCS4B02G116600","HVA22-like protein [Source:UniProtKB/TrEMBL;Acc:A0A1D5XQY7]","GO_0016021"
"chr4B","IWGSC_v1.1_201706","gene",134589913,134590368,"56","+",".","ID=TraesCS4B02G116500;Name=TraesCS4B02G116500;previous_id=TraesCS4B01G116500;primconf=HC","TraesCS4B02G116500","",""
"chr4B","IWGSC_v1.1_201706","gene",134813110,134814524,"57","+",".","ID=TraesCS4B02G116700;Name=TraesCS4B02G116700;previous_id=TraesCS4B01G116700;primconf=HC","TraesCS4B02G116700","","negative regulation of DNA-templated transcription"
"chr4B","IWGSC_v1.1_201706","gene",134822636,134825806,"53","-",".","ID=TraesCS4B02G116800;Name=TraesCS4B02G116800;previous_id=TraesCS4B01G116800;primconf=HC","TraesCS4B02G116800","","negative regulation of DNA-templated transcription"
"chr4B","IWGSC_v1.1_201706","gene",134991235,134991618,"40","-",".","ID=TraesCS4B02G116900;Name=TraesCS4B02G116900;previous_id=TraesCS4B01G116900;primconf=HC","TraesCS4B02G116900","",""
"chr4B","IWGSC_v1.1_201706","gene",135092410,135095332,"60","+",".","ID=TraesCS4B02G117000;Name=TraesCS4B02G117000;previous_id=TraesCS4B01G117000;primconf=HC","TraesCS4B02G117000","","serine-type peptidase activity; serine-type exopeptidase activity; proteolysis"
"chr4B","IWGSC_v1.1_201706","gene",135211304,135213059,"58","+",".","ID=TraesCS4B02G117100;Name=TraesCS4B02G117100;previous_id=TraesCS4B01G117100;primconf=HC","TraesCS4B02G117100","","DNA-binding transcription factor activity; DNA-templated transcription; nucleus; DNA binding; regulation of DNA-templated transcription"
"chr4B","IWGSC_v1.1_201706","gene",135812176,135815013,"60","+",".","ID=TraesCS4B02G117200;Name=TraesCS4B02G117200;previous_id=TraesCS4B01G117200;primconf=HC","TraesCS4B02G117200","","GO_0016021; protein binding"
"chr4B","IWGSC_v1.1_201706","gene",135814454,135819250,"62","-",".","ID=TraesCS4B02G117300;Name=TraesCS4B02G117300;previous_id=TraesCS4B01G117300;primconf=HC","TraesCS4B02G117300","","deadenylation-dependent decapping of nuclear-transcribed mRNA; enzyme activator activity; positive regulation of catalytic activity"
"chr4B","IWGSC_v1.1_201706","gene",136057470,136061192,"34","-",".","ID=TraesCS4B02G117400;Name=TraesCS4B02G117400;previous_id=TraesCS4B01G117400;primconf=HC","TraesCS4B02G117400","","DNA-binding transcription factor activity; sequence-specific DNA binding; regulation of DNA-templated transcription"
"chr4B","IWGSC_v1.1_201706","gene",136489474,136489960,"31","+",".","ID=TraesCS4B02G117500;Name=TraesCS4B02G117500;previous_id=TraesCS4B01G117500;primconf=HC","TraesCS4B02G117500","","membrane"
"chr4B","IWGSC_v1.1_201706","gene",136526599,136531532,"62","+",".","ID=TraesCS4B02G117600;Name=TraesCS4B02G117600;previous_id=TraesCS4B01G117600;primconf=HC","TraesCS4B02G117600","","signal transduction; GTPase activator activity"
"chr4B","IWGSC_v1.1_201706","gene",136532403,136533465,"60","+",".","ID=TraesCS4B02G117700;Name=TraesCS4B02G117700;previous_id=TraesCS4B01G117700;primconf=HC","TraesCS4B02G117700","",""
"chr4B","IWGSC_v1.1_201706","gene",136669780,136673941,"62","+",".","ID=TraesCS4B02G117800;Name=TraesCS4B02G117800;previous_id=TraesCS4B01G117800;primconf=HC","TraesCS4B02G117800","","ATP hydrolysis activity; GTP binding; GTPase activity; SRP-dependent cotranslational protein targeting to membrane; 7S RNA binding; signal recognition particle"
"chr4B","IWGSC_v1.1_201706","gene",136675381,136680908,"61","-",".","ID=TraesCS4B02G117900;Name=TraesCS4B02G117900;previous_id=TraesCS4B01G117900;primconf=HC","TraesCS4B02G117900","","ATP hydrolysis activity; GTP binding; GTPase activity; SRP-dependent cotranslational protein targeting to membrane; 7S RNA binding; signal recognition particle"
"chr4D","IWGSC_v1.1_201706","gene",13838977,13840597,"60","+",".","ID=TraesCS4D02G030400;previous_id=TraesCS4D01G030400;Name=TraesCS4D02G030400;primconf=HC","TraesCS4D02G030400","",""
"chr4D","IWGSC_v1.1_201706","gene",13928452,13933386,"55","+",".","ID=TraesCS4D02G030500;previous_id=TraesCS4D01G030500;Name=TraesCS4D02G030500;primconf=HC","TraesCS4D02G030500","",""
"chr4D","IWGSC_v1.1_201706","gene",14433725,14434399,".","-",".","ID=TraesCS4D02G030600;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G030600,chr4D.gene1;Note=<enter text here>%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G030600","TraesCS4D02G030600","","manganese ion binding"
"chr4D","IWGSC_v1.1_201706","gene",14459062,14459736,".","-",".","ID=TraesCS4D02G030700;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G030700,chr4D.gene2;Note=TRIAE_CS42_4DS_TGACv1_361414_AA1167530%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G030700","TraesCS4D02G030700","","extracellular region; manganese ion binding; nutrient reservoir activity"
"chr4D","IWGSC_v1.1_201706","gene",14514652,14515326,".","+",".","ID=TraesCS4D02G030800;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G030800,chr4D.gene3;Note=<enter text here>%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G030800","TraesCS4D02G030800","","manganese ion binding"
"chr4D","IWGSC_v1.1_201706","gene",14560425,14562393,"41","+",".","ID=TraesCS4D02G030900;previous_id=TraesCS4D01G030900;Name=TraesCS4D02G030900;primconf=HC","TraesCS4D02G030900","","UDP-glycosyltransferase activity"
"chr4D","IWGSC_v1.1_201706","gene",14578674,14582927,"50","-",".","ID=TraesCS4D02G031100;previous_id=TraesCS4D01G031100;Name=TraesCS4D02G031100;primconf=HC","TraesCS4D02G031100","","calcium ion binding; photosynthesis; photosystem II; photosystem II oxygen evolving complex; extrinsic component of membrane"
"chr4D","IWGSC_v1.1_201706","gene",14608229,14611486,"61","-",".","ID=TraesCS4D02G031200;previous_id=TraesCS4D01G031200;Name=TraesCS4D02G031200;primconf=HC","TraesCS4D02G031200","",""
"chr4D","IWGSC_v1.1_201706","gene",14663101,14664286,"47","+",".","ID=TraesCS4D02G031300;previous_id=TraesCS4D01G031300;Name=TraesCS4D02G031300;primconf=HC","TraesCS4D02G031300","",""
"chr4D","IWGSC_v1.1_201706","gene",14667415,14669484,"55","-",".","ID=TraesCS4D02G031400;previous_id=TraesCS4D01G031400;Name=TraesCS4D02G031400;primconf=HC","TraesCS4D02G031400","","vacuole"
"chr4D","IWGSC_v1.1_201706","gene",14830057,14832001,"40","-",".","ID=TraesCS4D02G031500;previous_id=TraesCS4D01G031500;Name=TraesCS4D02G031500;primconf=HC","TraesCS4D02G031500","","UDP-glycosyltransferase activity"
"chr4D","IWGSC_v1.1_201706","gene",14842844,14843518,".","-",".","ID=TraesCS4D02G031600;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G031600,chr4D.gene4;Note=TRIAE_CS42_4DS_TGACv1_361560_AA1170130%2Ccupin-1 domain%2Callergy related%2Cgermin-like;Name=TraesCS4D02G031600","TraesCS4D02G031600","","extracellular region; manganese ion binding; nutrient reservoir activity"
"chr4D","IWGSC_v1.1_201706","gene",14847166,14847837,".","-",".","ID=TraesCS4D02G031700;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G031700,chr4D.gene5;Note=TRIAE_CS42_4DS_TGACv1_361560_AA1170120%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G031700","TraesCS4D02G031700","","extracellular region; manganese ion binding; nutrient reservoir activity"
"chr4D","IWGSC_v1.1_201706","gene",14851339,14852013,".","+",".","ID=TraesCS4D02G031800;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G031800,chr4D.gene6;Note=TRIAE_CS42_4DS_TGACv1_361560_AA1170110%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G031800","TraesCS4D02G031800","","manganese ion binding; apoplast; metal ion binding; extracellular region"
"chr4D","IWGSC_v1.1_201706","gene",14857918,14858592,".","+",".","ID=TraesCS4D02G031900;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G031900,chr4D.gene7;Note=<enter text here>%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G031900","TraesCS4D02G031900","","manganese ion binding"
"chr4D","IWGSC_v1.1_201706","gene",14862810,14863484,".","+",".","ID=TraesCS4D02G032000;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G032000,chr4D.gene8;Note=TRIAE_CS42_4DS_TGACv1_361560_AA1170100%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G032000","TraesCS4D02G032000","Oxalate oxidase GF-2.8 [Source:UniProtKB/Swiss-Prot;Acc:P15290]","cytoplasm; manganese ion binding; nutrient reservoir activity; cell wall; apoplast; oxidoreductase activity; metal ion binding; extracellular region; oxalate oxidase activity"
"chr4D","IWGSC_v1.1_201706","gene",14909388,14910060,"36","+",".","ID=TraesCS4D02G032100;previous_id=TraesCS4D01G032100;Name=TraesCS4D02G032100;primconf=HC","TraesCS4D02G032100","","manganese ion binding"
"chr4D","IWGSC_v1.1_201706","gene",14914628,14915302,".","+",".","ID=TraesCS4D02G032200;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G032200,chr4D.gene9;Note=TRIAE_CS42_4DS_TGACv1_361717_AA1171970%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G032200","TraesCS4D02G032200","","extracellular region; manganese ion binding; nutrient reservoir activity"
"chr4D","IWGSC_v1.1_201706","gene",14924585,14929129,"49","+",".","ID=TraesCS4D02G032300;previous_id=TraesCS4D01G032300;Name=TraesCS4D02G032300;primconf=HC","TraesCS4D02G032300","","protein binding"
"chr4D","IWGSC_v1.1_201706","gene",14935592,14935849,"30","-",".","ID=TraesCS4D02G032400;previous_id=TraesCS4D01G032400;Name=TraesCS4D02G032400;primconf=HC","TraesCS4D02G032400","",""
"chr4D","IWGSC_v1.1_201706","gene",14936267,14936936,".","+",".","ID=TraesCS4D02G032500;curating_team=IWGSC_appelsr;manually_curated=yes;derived_from=TraesCS4D01G032500,chr4D.gene10;Note=TRIAE_CS42_4DS_TGACv1_361717_AA1172000%2Ccupin-1 domain%2C<enter text here>%2Cgermin-like;Name=TraesCS4D02G032500","TraesCS4D02G032500","","manganese ion binding"
"chr4D","IWGSC_v1.1_201706","gene",14976275,14979719,"62","+",".","ID=TraesCS4D02G032600;previous_id=TraesCS4D01G032600;Name=TraesCS4D02G032600;primconf=HC","TraesCS4D02G032600","","GO_0016021; transmembrane transporter activity; membrane; transmembrane transport"
"chr4D","IWGSC_v1.1_201706","gene",14979523,14981724,"41","-",".","ID=TraesCS4D02G032700;previous_id=TraesCS4D01G032700;Name=TraesCS4D02G032700;primconf=HC","TraesCS4D02G032700","",""
"chr4D","IWGSC_v1.1_201706","gene",14984249,14987024,"55","-",".","ID=TraesCS4D02G032800;previous_id=TraesCS4D01G032800;Name=TraesCS4D02G032800;primconf=HC","TraesCS4D02G032800","","structural constituent of ribosome; translation; ribosome"
"chr4D","IWGSC_v1.1_201706","gene",14991258,14997842,"51","+",".","ID=TraesCS4D02G032900;previous_id=TraesCS4D01G032900;Name=TraesCS4D02G032900;primconf=HC","TraesCS4D02G032900","Lysine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1D5Y8E2]","cytoplasm; nucleic acid binding; ATP binding; nucleotide binding; lysine-tRNA ligase activity; lysyl-tRNA aminoacylation; tRNA aminoacylation for protein translation; aminoacyl-tRNA ligase activity"
"chr4D","IWGSC_v1.1_201706","gene",15147664,15158776,"53","-",".","ID=TraesCS4D02G033000;previous_id=TraesCS4D01G033000;Name=TraesCS4D02G033000;primconf=HC","TraesCS4D02G033000","","protein binding"
"chr4D","IWGSC_v1.1_201706","gene",15243757,15244774,"50","+",".","ID=TraesCS4D02G033100;previous_id=TraesCS4D01G033100;Name=TraesCS4D02G033100;primconf=HC","TraesCS4D02G033100","","protein binding"
"chr4D","IWGSC_v1.1_201706","gene",15325659,15327480,"43","-",".","ID=TraesCS4D02G033200;previous_id=TraesCS4D01G033200;Name=TraesCS4D02G033200;primconf=HC","TraesCS4D02G033200","DUF1517 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:I3NM18]","GO_0016021; heme binding; monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; membrane; oxidoreductase activity; metal ion binding"
"chr4D","IWGSC_v1.1_201706","gene",15348969,15353334,"62","+",".","ID=TraesCS4D02G033300;previous_id=TraesCS4D01G033300;Name=TraesCS4D02G033300;primconf=HC","TraesCS4D02G033300","Putative 20S proteasome subunit beta-4 [Source:UniProtKB/TrEMBL;Acc:I3NM17]","chloroplast thylakoid membrane; proteasome complex; photosynthetic acclimation; chloroplast envelope; chloroplast"
"chr4D","IWGSC_v1.1_201706","gene",15353613,15356420,"62","-",".","ID=TraesCS4D02G033400;previous_id=TraesCS4D01G033400;Name=TraesCS4D02G033400;primconf=HC","TraesCS4D02G033400","Proteasome subunit beta type [Source:UniProtKB/TrEMBL;Acc:W5ERM8]","cytoplasm; nucleus; threonine-type endopeptidase activity; proteasome core complex; proteolysis involved in protein catabolic process; proteasomal protein catabolic process"
"chr4D","IWGSC_v1.1_201706","gene",15356868,15367126,"63","-",".","ID=TraesCS4D02G033500;previous_id=TraesCS4D01G033500;Name=TraesCS4D02G033500;primconf=HC","TraesCS4D02G033500","Chloride channel protein [Source:UniProtKB/TrEMBL;Acc:A0A341UBT6]","membrane; transmembrane transport; voltage-gated chloride channel activity; monoatomic ion transport; chloride transport; chloride transmembrane transport; monoatomic ion transmembrane transport"
"chr4D","IWGSC_v1.1_201706","gene",15368940,15372042,"45","+",".","ID=TraesCS4D02G033600;previous_id=TraesCS4D01G033600;Name=TraesCS4D02G033600;primconf=HC","TraesCS4D02G033600","","membrane; response to desiccation"
"chr4D","IWGSC_v1.1_201706","gene",15424018,15426948,"60","+",".","ID=TraesCS4D02G033700;previous_id=TraesCS4D01G033700;Name=TraesCS4D02G033700;primconf=HC","TraesCS4D02G033700","Similar to Nuclear transcription factor Y subunit A-1 [Source: Projected from Oryza sativa (Os03g0696300)]","DNA-binding transcription factor activity; DNA binding; regulation of DNA-templated transcription; CCAAT-binding factor complex"
"chr4D","IWGSC_v1.1_201706","gene",15449202,15451152,"62","-",".","ID=TraesCS4D02G033800;previous_id=TraesCS4D01G033800;Name=TraesCS4D02G033800;primconf=HC","TraesCS4D02G033800","Cytokinin riboside 5'-monophosphate phosphoribohydrolase [Source:UniProtKB/TrEMBL;Acc:W5EP01]","hydrolase activity; cytokinin biosynthetic process"
"chr4D","IWGSC_v1.1_201706","gene",15517048,15518178,"36","+",".","ID=TraesCS4D02G033900;previous_id=TraesCS4D01G033900;Name=TraesCS4D02G033900;primconf=HC","TraesCS4D02G033900","",""
"chr4D","IWGSC_v1.1_201706","gene",15518460,15523943,"61","-",".","ID=TraesCS4D02G034000;previous_id=TraesCS4D01G034000;Name=TraesCS4D02G034000;primconf=HC","TraesCS4D02G034000","ABC transporter like protein [Source:Projected from Arabidopsis thaliana (AT2G40090) UniProtKB/TrEMBL;Acc:Q67ZT0]",""
"chr4D","IWGSC_v1.1_201706","gene",15551553,15558003,"59","+",".","ID=TraesCS4D02G034100;previous_id=TraesCS4D01G034100;Name=TraesCS4D02G034100;primconf=HC","TraesCS4D02G034100","",""
"chr4D","IWGSC_v1.1_201706","gene",15593458,15599409,"61","+",".","ID=TraesCS4D02G034200;previous_id=TraesCS4D01G034200;Name=TraesCS4D02G034200;primconf=HC","TraesCS4D02G034200","Protein yippee-like [Source:UniProtKB/TrEMBL;Acc:A0A1D5XUI0]","metal ion binding"
"chr4D","IWGSC_v1.1_201706","gene",15710695,15712947,"46","+",".","ID=TraesCS4D02G034300;previous_id=TraesCS4D01G034300;Name=TraesCS4D02G034300;primconf=HC","TraesCS4D02G034300","","metal ion binding; protein binding"
"chr4D","IWGSC_v1.1_201706","gene",15715747,15719187,"62","-",".","ID=TraesCS4D02G034400;previous_id=TraesCS4D01G034400;Name=TraesCS4D02G034400;primconf=HC","TraesCS4D02G034400","ATCES1 [Source:Projected from Arabidopsis thaliana (AT4G22330) UniProtKB/TrEMBL;Acc:A0A178UXI2]","autophagy; membrane; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; response to salt stress; ceramide metabolic process; defense response to other organism"
"chr4D","IWGSC_v1.1_201706","gene",15768429,15772165,"61","-",".","ID=TraesCS4D02G034500;previous_id=TraesCS4D01G034500;Name=TraesCS4D02G034500;primconf=HC","TraesCS4D02G034500","","protein binding"
"chr4D","IWGSC_v1.1_201706","gene",15781152,15786988,"62","+",".","ID=TraesCS4D02G034600;previous_id=TraesCS4D01G034600;Name=TraesCS4D02G034600;primconf=HC","TraesCS4D02G034600","Pescadillo homolog [Source:UniProtKB/TrEMBL;Acc:W5EP36]","ribosome biogenesis; nucleolus; regulation of rRNA processing; ribonucleoprotein complex binding; preribosome, large subunit precursor; nucleoplasm; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"chr4D","IWGSC_v1.1_201706","gene",15787867,15790386,"63","+",".","ID=TraesCS4D02G034700;previous_id=TraesCS4D01G034700;Name=TraesCS4D02G034700;primconf=HC","TraesCS4D02G034700","Adenylosuccinate synthetase, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A1D6S0C4]","GTP binding; nucleotide binding; magnesium ion binding; chloroplast; purine nucleotide biosynthetic process; adenylosuccinate synthase activity; 'de novo' AMP biosynthetic process"
