"Description","Level","ModuleColor","Count","pvalue","geneID"
"small ribosomal subunit (SSU)","level3","antiquewhite4",180,5.59167513878504e-73,"TraesCS1A02G067300/TraesCS1A02G092900/TraesCS1A02G105400/TraesCS1A02G129100/TraesCS1A02G159100/TraesCS1A02G286300/TraesCS1A02G288800/TraesCS1A02G378000/TraesCS1A02G397400/TraesCS1B02G130900/TraesCS1B02G146100/TraesCS1B02G174800/TraesCS1B02G295700/TraesCS1B02G352300/TraesCS1B02G425700/TraesCS1D02G068300/TraesCS1D02G101600/TraesCS1D02G109800/TraesCS1D02G125600/TraesCS1D02G285300/TraesCS1D02G287800/TraesCS1D02G342000/TraesCS1D02G385000/TraesCS1D02G405400/TraesCS2A02G066100/TraesCS2A02G066200/TraesCS2A02G115100/TraesCS2A02G168300/TraesCS2A02G184000/TraesCS2A02G228800/TraesCS2A02G245900/TraesCS2A02G276100/TraesCS2A02G295600/TraesCS2A02G302600/TraesCS2A02G447700/TraesCS2A02G485400/TraesCS2B02G078200/TraesCS2B02G078300/TraesCS2B02G179900/TraesCS2B02G189500/TraesCS2B02G194400/TraesCS2B02G223400/TraesCS2B02G262700/TraesCS2B02G282300/TraesCS2B02G318500/TraesCS2B02G443000/TraesCS2D02G064500/TraesCS2D02G064600/TraesCS2D02G160100/TraesCS2D02G170600/TraesCS2D02G175700/TraesCS2D02G179300/TraesCS2D02G203800/TraesCS2D02G237800/TraesCS2D02G246000/TraesCS2D02G275100/TraesCS2D02G293300/TraesCS2D02G293400/TraesCS2D02G301300/TraesCS2D02G421300/TraesCS3A02G085600/TraesCS3A02G152000/TraesCS3A02G160900/TraesCS3A02G263900/TraesCS3A02G353000/TraesCS3A02G355900/TraesCS3A02G366100/TraesCS3A02G530400/TraesCS3A02G530600/TraesCS3B02G100800/TraesCS3B02G179200/TraesCS3B02G191500/TraesCS3B02G297300/TraesCS3B02G365600/TraesCS3B02G376600/TraesCS3B02G385700/TraesCS3B02G388800/TraesCS3B02G436600/TraesCS3D02G085600/TraesCS3D02G167500/TraesCS3D02G168100/TraesCS3D02G264000/TraesCS3D02G338200/TraesCS3D02G347100/TraesCS3D02G349900/TraesCS3D02G398000/TraesCS3D02G535900/TraesCS4A02G006000/TraesCS4A02G022600/TraesCS4A02G044700/TraesCS4A02G114100/TraesCS4A02G139600/TraesCS4A02G167400/TraesCS4A02G190200/TraesCS4A02G190500/TraesCS4A02G233300/TraesCS4A02G244000/TraesCS4A02G307100/TraesCS4A02G370000/TraesCS4A02G417400/TraesCS4B02G129600/TraesCS4B02G280800/TraesCS4D02G069800/TraesCS4D02G080900/TraesCS4D02G122900/TraesCS4D02G123000/TraesCS4D02G157600/TraesCS4D02G167600/TraesCS4D02G191400/TraesCS4D02G260400/TraesCS4D02G298000/TraesCS5A02G043100/TraesCS5A02G104000/TraesCS5A02G105800/TraesCS5A02G122200/TraesCS5A02G170200/TraesCS5A02G434200/TraesCS5A02G439300/TraesCS5A02G443700/TraesCS5A02G458900/TraesCS5A02G469300/TraesCS5A02G473700/TraesCS5B02G027300/TraesCS5B02G107700/TraesCS5B02G112200/TraesCS5B02G136600/TraesCS5B02G137800/TraesCS5B02G141700/TraesCS5B02G167000/TraesCS5B02G283900/TraesCS5B02G437200/TraesCS5B02G448100/TraesCS5B02G468500/TraesCS5B02G481800/TraesCS5B02G486700/TraesCS5D02G040400/TraesCS5D02G051600/TraesCS5D02G115300/TraesCS5D02G121600/TraesCS5D02G149100/TraesCS5D02G154000/TraesCS5D02G174600/TraesCS5D02G292100/TraesCS5D02G431700/TraesCS5D02G451100/TraesCS5D02G470000/TraesCS5D02G486500/TraesCS6A02G137300/TraesCS6A02G231200/TraesCS6A02G289700/TraesCS6B02G234000/TraesCS6B02G410000/TraesCS6D02G126300/TraesCS6D02G177000/TraesCS6D02G356300/TraesCS7A02G301400/TraesCS7A02G316200/TraesCS7A02G316800/TraesCS7A02G356300/TraesCS7A02G517200/TraesCS7A02G534500/TraesCS7B02G034200/TraesCS7B02G198400/TraesCS7B02G201700/TraesCS7B02G217300/TraesCS7B02G217400/TraesCS7B02G271400/TraesCS7B02G355300/TraesCS7B02G423400/TraesCS7D02G066800/TraesCS7D02G132800/TraesCS7D02G291300/TraesCS7D02G313200/TraesCS7D02G313300/TraesCS7D02G366400/TraesCS7D02G456600/TraesCS7D02G487600/TraesCS7D02G488700/TraesCS7D02G500800/TraesCS7D02G521800"
"plastidial ribosome biogenesis","level3","antiquewhite4",126,5.56075196461869e-31,"TraesCS1A02G001800/TraesCS1A02G055400/TraesCS1A02G157100/TraesCS1A02G246800/TraesCS1A02G259700/TraesCS1A02G269200/TraesCS1A02G406500/TraesCS1A02G433800/TraesCS1B02G000600/TraesCS1B02G257400/TraesCS1B02G270000/TraesCS1B02G279700/TraesCS1B02G406600/TraesCS1B02G436700/TraesCS1D02G056100/TraesCS1D02G246100/TraesCS1D02G259500/TraesCS1D02G269300/TraesCS1D02G414900/TraesCS1D02G435200/TraesCS2A02G338100/TraesCS2A02G492600/TraesCS2A02G563100/TraesCS2B02G343900/TraesCS2B02G623400/TraesCS2D02G198500/TraesCS2D02G280200/TraesCS2D02G324900/TraesCS3A02G087500/TraesCS3A02G103600/TraesCS3A02G112800/TraesCS3A02G191400/TraesCS3A02G226800/TraesCS3A02G268600/TraesCS3A02G272200/TraesCS3A02G277400/TraesCS3A02G332300/TraesCS3A02G435700/TraesCS3B02G121000/TraesCS3B02G131400/TraesCS3B02G219400/TraesCS3B02G257700/TraesCS3B02G268900/TraesCS3B02G303000/TraesCS3B02G306000/TraesCS3B02G362100/TraesCS3B02G470400/TraesCS3D02G053100/TraesCS3D02G087600/TraesCS3D02G105900/TraesCS3D02G194000/TraesCS3D02G224800/TraesCS3D02G240800/TraesCS3D02G268700/TraesCS3D02G271800/TraesCS3D02G277700/TraesCS3D02G325800/TraesCS3D02G428300/TraesCS4A02G042500/TraesCS4A02G065400/TraesCS4A02G091100/TraesCS4A02G125000/TraesCS4A02G167000/TraesCS4A02G272100/TraesCS4A02G319500/TraesCS4A02G342800/TraesCS4A02G368800/TraesCS4A02G376000/TraesCS4B02G157100/TraesCS4B02G198600/TraesCS4B02G213600/TraesCS4D02G039100/TraesCS4D02G151500/TraesCS4D02G164500/TraesCS4D02G181000/TraesCS4D02G199500/TraesCS4D02G214300/TraesCS4D02G242400/TraesCS4D02G263300/TraesCS4D02G339700/TraesCS4D02G341900/TraesCS5A02G173800/TraesCS5A02G279700/TraesCS5A02G404500/TraesCS5A02G468600/TraesCS5A02G513500/TraesCS5A02G515700/TraesCS5B02G171200/TraesCS5B02G481100/TraesCS5B02G503800/TraesCS5B02G531900/TraesCS5D02G178300/TraesCS5D02G414600/TraesCS5D02G481500/TraesCS5D02G504600/TraesCS5D02G530200/TraesCS5D02G565800/TraesCS6A02G105400/TraesCS6A02G173100/TraesCS6A02G191400/TraesCS6A02G319100/TraesCS6B02G200800/TraesCS6B02G219700/TraesCS6B02G282200/TraesCS6B02G349300/TraesCS6B02G450500/TraesCS6D02G094200/TraesCS6D02G162200/TraesCS6D02G174500/TraesCS6D02G224200/TraesCS6D02G298300/TraesCS6D02G390000/TraesCS7A02G032000/TraesCS7A02G077400/TraesCS7A02G267900/TraesCS7A02G351100/TraesCS7A02G450600/TraesCS7B02G164300/TraesCS7B02G231800/TraesCS7B02G350400/TraesCS7B02G421100/TraesCS7D02G073000/TraesCS7D02G267000/TraesCS7D02G327700/TraesCS7D02G439900/TraesCS7D02G499800"
"RNA polymerase activities","level3","antiquewhite4",54,4.47317593675353e-26,"TraesCS1A02G144800/TraesCS1A02G197900/TraesCS1A02G208400/TraesCS1A02G427200/TraesCS1B02G212600/TraesCS1B02G222400/TraesCS1D02G143900/TraesCS1D02G211600/TraesCS1D02G437000/TraesCS2A02G111500/TraesCS2A02G384200/TraesCS2B02G401400/TraesCS2B02G461500/TraesCS2D02G014800/TraesCS2D02G438900/TraesCS3A02G131000/TraesCS3A02G253000/TraesCS3A02G256400/TraesCS3A02G365700/TraesCS3A02G393900/TraesCS3A02G488800/TraesCS3B02G284900/TraesCS3B02G289600/TraesCS3B02G339200/TraesCS3B02G397500/TraesCS3B02G425900/TraesCS3D02G253900/TraesCS3D02G256700/TraesCS3D02G304800/TraesCS3D02G342900/TraesCS3D02G358800/TraesCS3D02G387600/TraesCS4A02G240000/TraesCS4B02G074900/TraesCS4D02G073500/TraesCS5A02G149000/TraesCS5A02G200600/TraesCS5A02G487100/TraesCS5B02G069000/TraesCS5B02G147600/TraesCS5B02G157200/TraesCS5B02G199200/TraesCS5B02G500900/TraesCS5D02G074600/TraesCS5D02G143800/TraesCS5D02G164500/TraesCS5D02G171600/TraesCS5D02G206300/TraesCS5D02G501300/TraesCS6A02G367100/TraesCS6B02G402400/TraesCS6D02G350100/TraesCS7A02G090400/TraesCS7D02G086400"
"RNA methylation","level3","antiquewhite4",105,1.63916391271626e-23,"TraesCS1A02G105700/TraesCS1A02G136800/TraesCS1A02G251400/TraesCS1A02G404700/TraesCS1B02G057800/TraesCS1B02G379200/TraesCS1B02G434500/TraesCS1D02G045100/TraesCS1D02G109300/TraesCS1D02G150900/TraesCS1D02G373100/TraesCS1D02G386500/TraesCS2A02G004800/TraesCS2A02G105300/TraesCS2A02G119400/TraesCS2A02G125500/TraesCS2A02G127500/TraesCS2A02G163100/TraesCS2A02G182300/TraesCS2A02G431200/TraesCS2B02G139100/TraesCS2B02G148000/TraesCS2B02G149500/TraesCS2B02G208800/TraesCS2B02G452500/TraesCS2D02G128600/TraesCS2D02G129900/TraesCS2D02G170000/TraesCS2D02G429000/TraesCS2D02G482800/TraesCS2D02G579000/TraesCS3A02G105900/TraesCS3A02G124500/TraesCS3A02G143500/TraesCS3A02G148900/TraesCS3A02G219000/TraesCS3A02G276400/TraesCS3A02G337900/TraesCS3A02G530100/TraesCS3B02G124400/TraesCS3B02G143600/TraesCS3B02G259700/TraesCS3B02G301100/TraesCS3B02G310400/TraesCS3B02G519600/TraesCS3B02G566600/TraesCS3D02G108100/TraesCS3D02G157000/TraesCS3D02G199400/TraesCS3D02G276500/TraesCS3D02G331300/TraesCS3D02G471100/TraesCS3D02G509800/TraesCS3D02G535600/TraesCS4A02G072500/TraesCS4A02G096200/TraesCS4A02G248100/TraesCS4A02G254100/TraesCS4B02G028600/TraesCS4B02G059600/TraesCS4B02G274500/TraesCS4D02G026200/TraesCS4D02G059400/TraesCS4D02G060100/TraesCS4D02G065700/TraesCS4D02G209100/TraesCS4D02G273200/TraesCS4D02G336400/TraesCS5A02G253000/TraesCS5A02G431100/TraesCS5A02G482000/TraesCS5A02G509700/TraesCS5A02G539500/TraesCS5A02G545100/TraesCS5A02G556800/TraesCS5B02G251800/TraesCS5B02G290400/TraesCS5B02G433000/TraesCS5B02G512400/TraesCS5D02G227900/TraesCS5D02G260700/TraesCS5D02G495600/TraesCS5D02G512600/TraesCS6A02G107400/TraesCS6A02G155700/TraesCS6A02G183400/TraesCS6A02G372300/TraesCS6B02G135900/TraesCS6B02G183900/TraesCS6D02G095500/TraesCS6D02G236200/TraesCS6D02G267700/TraesCS7A02G234600/TraesCS7A02G245500/TraesCS7A02G276800/TraesCS7A02G338300/TraesCS7A02G414100/TraesCS7B02G101600/TraesCS7B02G146000/TraesCS7B02G187100/TraesCS7D02G194100/TraesCS7D02G244100/TraesCS7D02G276800/TraesCS7D02G305900/TraesCS7D02G407300"
"ribulose-1,5-bisphosphat carboxylase/oxygenase (RuBisCo) activity","level3","antiquewhite4",54,2.39214211675461e-21,"TraesCS1A02G133500/TraesCS1A02G142000/TraesCS1A02G214600/TraesCS1B02G159700/TraesCS1B02G228500/TraesCS1D02G141100/TraesCS1D02G217600/TraesCS2A02G066700/TraesCS2A02G066800/TraesCS2A02G066900/TraesCS2A02G067000/TraesCS2A02G067100/TraesCS2A02G311700/TraesCS2B02G079100/TraesCS2B02G079400/TraesCS2B02G079500/TraesCS2B02G226100/TraesCS2D02G049500/TraesCS2D02G065100/TraesCS2D02G065200/TraesCS2D02G065300/TraesCS2D02G065400/TraesCS2D02G065600/TraesCS2D02G206500/TraesCS4A02G452700/TraesCS5A02G165400/TraesCS5A02G165700/TraesCS5A02G212500/TraesCS5A02G229500/TraesCS5A02G545700/TraesCS5B02G162600/TraesCS5B02G162800/TraesCS5B02G211200/TraesCS5B02G228300/TraesCS5D02G169600/TraesCS5D02G169900/TraesCS5D02G219500/TraesCS5D02G238000/TraesCS5D02G376000/TraesCS6A02G286800/TraesCS6A02G340300/TraesCS6B02G315800/TraesCS6B02G371500/TraesCS6D02G267500/TraesCS6D02G320800/TraesCS7A02G036200/TraesCS7A02G335600/TraesCS7A02G341000/TraesCS7B02G066000/TraesCS7B02G242200/TraesCS7B02G247200/TraesCS7D02G162300/TraesCS7D02G338600/TraesCS7D02G343300"
"RNA modification","level3","antiquewhite4",92,3.30793843023014e-20,"TraesCS1A02G413600/TraesCS1A02G433400/TraesCS1B02G216100/TraesCS1B02G443600/TraesCS1B02G469300/TraesCS1D02G140200/TraesCS1D02G205400/TraesCS1D02G206600/TraesCS1D02G256300/TraesCS1D02G421000/TraesCS2A02G009300/TraesCS2A02G110400/TraesCS2A02G176700/TraesCS2A02G193400/TraesCS2A02G263000/TraesCS2A02G306600/TraesCS2A02G346900/TraesCS2A02G436600/TraesCS2A02G437600/TraesCS2B02G129200/TraesCS2B02G203200/TraesCS2B02G213300/TraesCS2B02G326600/TraesCS2B02G456600/TraesCS2B02G457700/TraesCS2D02G184200/TraesCS2D02G194100/TraesCS2D02G261005/TraesCS2D02G433300/TraesCS2D02G434600/TraesCS3A02G084600/TraesCS3A02G137000/TraesCS3A02G204300/TraesCS3A02G217700/TraesCS3A02G235200/TraesCS3A02G278400/TraesCS3A02G310800/TraesCS3A02G422600/TraesCS3B02G099500/TraesCS3B02G154900/TraesCS3B02G220600/TraesCS3B02G248000/TraesCS3B02G264700/TraesCS3B02G403000/TraesCS3B02G457900/TraesCS3B02G465800/TraesCS3B02G566600/TraesCS3D02G125900/TraesCS3D02G137800/TraesCS3D02G143800/TraesCS3D02G195000/TraesCS3D02G234600/TraesCS3D02G278700/TraesCS3D02G336700/TraesCS3D02G363900/TraesCS3D02G417800/TraesCS3D02G424100/TraesCS3D02G509800/TraesCS4A02G269900/TraesCS4A02G426800/TraesCS4D02G041700/TraesCS5A02G032700/TraesCS5A02G291000/TraesCS5A02G296800/TraesCS5D02G303900/TraesCS5D02G496500/TraesCS5D02G523700/TraesCS6A02G359500/TraesCS6B02G344700/TraesCS6B02G392400/TraesCS6D02G007100/TraesCS6D02G133200/TraesCS6D02G342400/TraesCS7A02G062500/TraesCS7A02G150400/TraesCS7A02G248100/TraesCS7A02G262500/TraesCS7A02G307000/TraesCS7A02G401100/TraesCS7B02G054300/TraesCS7B02G059800/TraesCS7B02G093300/TraesCS7B02G160200/TraesCS7B02G207300/TraesCS7D02G057100/TraesCS7D02G074800/TraesCS7D02G152200/TraesCS7D02G156100/TraesCS7D02G189600/TraesCS7D02G263300/TraesCS7D02G303900/TraesCS7D02G518600"
"RNA homeostasis","level3","antiquewhite4",43,2.43327582804281e-18,"TraesCS1A02G357400/TraesCS1B02G374000/TraesCS1D02G361700/TraesCS2A02G156100/TraesCS2A02G194800/TraesCS2A02G239200/TraesCS2A02G249600/TraesCS2A02G347200/TraesCS2A02G448400/TraesCS2B02G181600/TraesCS2B02G212000/TraesCS2B02G271300/TraesCS2B02G365705/TraesCS2B02G469100/TraesCS2D02G161900/TraesCS2D02G193100/TraesCS2D02G246100/TraesCS2D02G251000/TraesCS2D02G447500/TraesCS3A02G523700/TraesCS3D02G529200/TraesCS4A02G157300/TraesCS4A02G208700/TraesCS4D02G244400/TraesCS5A02G368400/TraesCS5B02G036800/TraesCS5B02G123300/TraesCS5B02G370700/TraesCS5D02G044400/TraesCS5D02G131600/TraesCS5D02G378000/TraesCS6A02G228100/TraesCS6B02G253600/TraesCS6D02G029300/TraesCS6D02G183700/TraesCS6D02G206900/TraesCS7A02G278300/TraesCS7A02G495500/TraesCS7B02G176100/TraesCS7B02G390100/TraesCS7B02G401800/TraesCS7D02G278100/TraesCS7D02G482800"
"chlorophyll biosynthesis","level3","antiquewhite4",34,4.92746697231446e-18,"TraesCS1A02G171000/TraesCS1A02G224700/TraesCS1B02G186300/TraesCS1B02G237700/TraesCS1D02G168700/TraesCS1D02G226100/TraesCS2A02G134000/TraesCS2A02G590600/TraesCS2B02G157600/TraesCS2B02G593000/TraesCS2D02G563600/TraesCS3A02G191700/TraesCS3B02G219700/TraesCS3D02G194300/TraesCS4A02G132200/TraesCS4A02G232400/TraesCS4D02G081500/TraesCS4D02G174500/TraesCS4D02G220700/TraesCS5A02G199900/TraesCS5A02G466100/TraesCS5B02G198200/TraesCS5D02G205500/TraesCS5D02G478900/TraesCS6A02G307700/TraesCS6A02G403800/TraesCS6B02G336300/TraesCS6D02G286900/TraesCS6D02G387300/TraesCS7A02G068500/TraesCS7A02G480700/TraesCS7B02G382800/TraesCS7D02G062900/TraesCS7D02G467500"
"photosystem I","level3","antiquewhite4",48,4.31883336515061e-17,"TraesCS1A02G346600/TraesCS1A02G392000/TraesCS1B02G360500/TraesCS1B02G420100/TraesCS1D02G400100/TraesCS2A02G058700/TraesCS2A02G187200/TraesCS2A02G252600/TraesCS2A02G296400/TraesCS2B02G070700/TraesCS2B02G220100/TraesCS2B02G272300/TraesCS2B02G312600/TraesCS2D02G057900/TraesCS2D02G115200/TraesCS2D02G200700/TraesCS2D02G253200/TraesCS2D02G294300/TraesCS3A02G052700/TraesCS3A02G328300/TraesCS3B02G014900/TraesCS3B02G061700/TraesCS3B02G322800/TraesCS3B02G358300/TraesCS3D02G321900/TraesCS5A02G087200/TraesCS5A02G229300/TraesCS5A02G256900/TraesCS5A02G414400/TraesCS5A02G457500/TraesCS5A02G482800/TraesCS5B02G093100/TraesCS5B02G227900/TraesCS5B02G256400/TraesCS5B02G466700/TraesCS5B02G496000/TraesCS5D02G099000/TraesCS5D02G238300/TraesCS5D02G265500/TraesCS5D02G422800/TraesCS5D02G468400/TraesCS5D02G496400/TraesCS6A02G159800/TraesCS6B02G191500/TraesCS6D02G152700/TraesCS7A02G227100/TraesCS7B02G192500/TraesCS7D02G227300"
"organelle machinery","level3","antiquewhite4",43,8.58190508218079e-16,"TraesCS2A02G362100/TraesCS2B02G556100/TraesCS2B02G570300/TraesCS2D02G359500/TraesCS2D02G528800/TraesCS2D02G541500/TraesCS3A02G184800/TraesCS3A02G185400/TraesCS3A02G231400/TraesCS3A02G385400/TraesCS3A02G394500/TraesCS3A02G488800/TraesCS3B02G214600/TraesCS3B02G215000/TraesCS3B02G260600/TraesCS3B02G417600/TraesCS3B02G419300/TraesCS3B02G426500/TraesCS3D02G188800/TraesCS3D02G189300/TraesCS3D02G222000/TraesCS3D02G308600/TraesCS3D02G378400/TraesCS3D02G388300/TraesCS4A02G077700/TraesCS4A02G395700/TraesCS4D02G078700/TraesCS5A02G378100/TraesCS5A02G467500/TraesCS5B02G479200/TraesCS5D02G386100/TraesCS5D02G388100/TraesCS5D02G480300/TraesCS5D02G544900/TraesCS6D02G121500/TraesCS7A02G095300/TraesCS7A02G466900/TraesCS7B02G005400/TraesCS7B02G119300/TraesCS7B02G368200/TraesCS7D02G091500/TraesCS7D02G100800/TraesCS7D02G454700"
"mitochondrial ribosome biogenesis","level3","antiquewhite4",126,1.28610578028659e-15,"TraesCS1A02G040500/TraesCS1A02G158500/TraesCS1A02G348300/TraesCS1A02G388500/TraesCS1A02G396100/TraesCS1A02G403400/TraesCS1B02G053500/TraesCS1B02G086200/TraesCS1B02G174500/TraesCS1B02G259000/TraesCS1B02G414400/TraesCS1B02G432900/TraesCS1D02G010400/TraesCS1D02G025100/TraesCS1D02G059100/TraesCS1D02G155800/TraesCS1D02G213600/TraesCS1D02G396400/TraesCS2A02G118700/TraesCS2A02G214900/TraesCS2A02G273900/TraesCS2A02G291200/TraesCS2A02G575400/TraesCS2B02G239900/TraesCS2B02G307600/TraesCS2B02G575900/TraesCS2B02G602200/TraesCS2D02G067900/TraesCS2D02G116500/TraesCS2D02G133900/TraesCS2D02G182800/TraesCS2D02G289200/TraesCS2D02G546300/TraesCS2D02G586100/TraesCS3A02G164700/TraesCS3A02G212900/TraesCS3A02G268300/TraesCS3A02G280300/TraesCS3A02G303700/TraesCS3A02G304300/TraesCS3A02G324200/TraesCS3A02G324300/TraesCS3A02G324500/TraesCS3A02G326500/TraesCS3A02G331600/TraesCS3A02G398100/TraesCS3A02G490900/TraesCS3A02G531600/TraesCS3B02G040400/TraesCS3B02G171600/TraesCS3B02G197800/TraesCS3B02G201400/TraesCS3B02G353500/TraesCS3B02G355800/TraesCS3B02G361800/TraesCS3B02G389800/TraesCS3B02G602100/TraesCS3D02G159400/TraesCS3D02G167500/TraesCS3D02G215300/TraesCS3D02G280000/TraesCS3D02G297700/TraesCS3D02G298100/TraesCS3D02G317700/TraesCS3D02G317800/TraesCS3D02G325200/TraesCS3D02G380400/TraesCS3D02G392000/TraesCS3D02G394900/TraesCS3D02G530500/TraesCS3D02G537000/TraesCS4A02G186300/TraesCS4A02G235000/TraesCS4A02G278600/TraesCS4A02G348500/TraesCS4A02G482100/TraesCS4B02G080000/TraesCS4B02G198600/TraesCS4D02G078900/TraesCS4D02G127400/TraesCS4D02G199500/TraesCS5A02G032300/TraesCS5A02G044500/TraesCS5A02G239300/TraesCS5A02G281200/TraesCS5A02G357700/TraesCS5B02G275300/TraesCS5B02G379000/TraesCS5B02G538500/TraesCS5D02G040600/TraesCS5D02G054600/TraesCS5D02G323200/TraesCS6A02G116300/TraesCS6A02G161800/TraesCS6A02G221200/TraesCS6A02G302600/TraesCS6A02G368900/TraesCS6B02G188700/TraesCS6B02G189400/TraesCS6B02G239600/TraesCS6B02G260000/TraesCS6B02G338300/TraesCS6B02G432700/TraesCS6D02G031200/TraesCS6D02G105300/TraesCS6D02G193800/TraesCS7A02G027900/TraesCS7A02G032000/TraesCS7A02G220600/TraesCS7A02G240900/TraesCS7A02G272900/TraesCS7A02G370900/TraesCS7A02G397900/TraesCS7A02G503700/TraesCS7A02G519600/TraesCS7B02G126800/TraesCS7B02G170900/TraesCS7B02G178100/TraesCS7B02G275500/TraesCS7B02G435700/TraesCS7D02G025000/TraesCS7D02G028500/TraesCS7D02G240000/TraesCS7D02G273000/TraesCS7D02G370500/TraesCS7D02G481000"
"pre-RNA splicing","level3","antiquewhite4",66,4.391719770645e-14,"TraesCS1A02G060500/TraesCS1A02G108800/TraesCS1A02G214100/TraesCS1A02G410300/TraesCS1B02G108100/TraesCS1B02G227900/TraesCS1B02G265700/TraesCS1B02G440200/TraesCS1D02G061400/TraesCS1D02G176300/TraesCS1D02G217000/TraesCS1D02G417900/TraesCS2A02G163400/TraesCS2A02G212300/TraesCS2A02G335400/TraesCS2A02G391600/TraesCS2A02G474900/TraesCS2B02G346500/TraesCS2B02G410100/TraesCS2D02G244500/TraesCS2D02G327400/TraesCS2D02G389900/TraesCS3A02G334800/TraesCS3A02G499000/TraesCS3B02G222400/TraesCS3B02G292800/TraesCS3B02G365700/TraesCS3D02G195800/TraesCS3D02G259700/TraesCS3D02G328100/TraesCS4A02G017800/TraesCS4A02G150500/TraesCS4D02G150700/TraesCS4D02G285000/TraesCS5A02G085800/TraesCS5A02G384400/TraesCS5A02G425200/TraesCS5B02G052100/TraesCS5B02G240300/TraesCS5B02G389200/TraesCS5D02G057800/TraesCS5D02G112000/TraesCS5D02G248800/TraesCS5D02G394000/TraesCS5D02G397600/TraesCS5D02G433600/TraesCS6A02G213800/TraesCS6A02G245300/TraesCS6A02G270100/TraesCS6A02G295100/TraesCS6A02G343900/TraesCS6B02G243800/TraesCS6B02G297400/TraesCS6B02G325200/TraesCS6D02G227700/TraesCS6D02G244900/TraesCS6D02G275700/TraesCS7A02G223300/TraesCS7A02G429500/TraesCS7B02G128100/TraesCS7B02G138600/TraesCS7B02G190100/TraesCS7D02G224900/TraesCS7D02G250400/TraesCS7D02G333500/TraesCS7D02G421600"
"chlororespiration","level3","antiquewhite4",61,3.62306782895575e-12,"TraesCS1A02G007500/TraesCS1B02G011100/TraesCS1D02G000800/TraesCS2A02G311700/TraesCS2A02G344400/TraesCS2B02G342000/TraesCS2B02G395700/TraesCS2B02G571700/TraesCS2D02G049500/TraesCS2D02G179700/TraesCS2D02G322700/TraesCS2D02G374900/TraesCS2D02G531819/TraesCS3A02G269800/TraesCS3A02G407200/TraesCS3A02G443700/TraesCS3A02G502300/TraesCS3B02G303700/TraesCS3B02G333700/TraesCS3B02G441000/TraesCS3B02G477300/TraesCS3B02G566000/TraesCS3D02G269500/TraesCS3D02G436100/TraesCS3D02G509100/TraesCS4A02G101500/TraesCS4A02G232300/TraesCS4A02G452700/TraesCS4D02G045400/TraesCS4D02G081600/TraesCS4D02G204000/TraesCS4D02G273000/TraesCS4D02G349000/TraesCS5A02G179300/TraesCS5A02G213000/TraesCS5A02G461500/TraesCS5A02G524800/TraesCS5B02G177200/TraesCS5B02G391800/TraesCS5D02G184000/TraesCS5D02G219100/TraesCS5D02G376000/TraesCS5D02G459000/TraesCS6A02G206600/TraesCS6A02G302500/TraesCS6A02G308100/TraesCS6A02G319700/TraesCS6B02G065300/TraesCS6B02G186300/TraesCS6B02G227900/TraesCS6B02G331700/TraesCS6B02G336800/TraesCS6B02G350500/TraesCS6D02G187800/TraesCS6D02G282000/TraesCS6D02G287300/TraesCS7A02G036200/TraesCS7A02G427400/TraesCS7B02G006600/TraesCS7D02G103500/TraesCS7D02G419700"
