component *(D1/PsbA),TraesCS5D02G008300
E3 ubiquitin ligase *(RMA/MUSE),TraesCS5D02G060200
E3 ubiquitin ligase *(RMA/MUSE),TraesCS6A02G236100
E3 ubiquitin ligase *(RMA/MUSE),TraesCS6B02G264500
E3 ubiquitin ligase *(RMA/MUSE),TraesCS6D02G218600
E3 ubiquitin ligase *(RMA/MUSE),TraesCS7A02G296500
E3 ubiquitin ligase *(RMA/MUSE),TraesCS7B02G189000
E3 ubiquitin ligase *(RMA/MUSE),TraesCS7D02G293200
E3 ubiquitin ligase *(SINA),TraesCS5A02G228300
E3 ubiquitin ligase *(SINA),TraesCS6A02G086800
E3 ubiquitin ligase *(SINA),TraesCS6B02G114800
E3 ubiquitin ligase *(SINA),TraesCS7A02G332700
E3 ubiquitin ligase *(SINA),TraesCS7B02G244800
E3 ubiquitin ligase *(SINA),TraesCS7D02G340900
E3 ubiquitin ligase *(PIR),TraesCS5A02G189000
E3 ubiquitin ligase *(PIR),TraesCS5B02G194700
E3 ubiquitin ligase *(PIR),TraesCS5D02G202000
E3 ubiquitin ligase *(LOG2/LUL),TraesCS7A02G486700
E3 ubiquitin ligase *(LOG2/LUL),TraesCS7B02G390000
E3 ubiquitin ligase *(LOG2/LUL),TraesCS7D02G473200
E3 ubiquitin ligase *(BRG),TraesCS7A02G441900
E3 ubiquitin ligase *(BRG),TraesCS7A02G442100
E3 ubiquitin ligase *(BRG),TraesCS7D02G431300
E3 ubiquitin ligase *(PPRT),TraesCS5A02G207100
E3 ubiquitin ligase *(PPRT),TraesCS5B02G205500
E3 ubiquitin ligase *(PPRT),TraesCS5D02G213300
E3 ubiquitin ligase *(SR1),TraesCS5A02G347000
E3 ubiquitin ligase *(SR1),TraesCS5B02G347900
E3 ubiquitin ligase *(SR1),TraesCS5D02G353400
E3 ubiquitin ligase *(RNF170),TraesCS5B02G519400
E3 ubiquitin ligase *(RNF170),TraesCS5D02G518700
E3 ubiquitin ligase *(STUBL1/3),TraesCS5A02G282300
E3 ubiquitin ligase *(STUBL1/3),TraesCS5B02G281700
E3 ubiquitin ligase *(STUBL1/3),TraesCS5D02G289400
E3 ubiquitin ligase *(STUBL1/3),TraesCS6A02G349700
E3 ubiquitin ligase *(STUBL1/3),TraesCS6B02G382800
E3 ubiquitin ligase *(STUBL1/3),TraesCS6D02G332200
E3 ubiquitin ligase *(STUBL1/3),TraesCS7A02G256500
E3 ubiquitin ligase *(STUBL1/3),TraesCS7B02G154000
E3 ubiquitin ligase *(STUBL1/3),TraesCS7D02G257900
E3 ubiquitin ligase *(STUBL5),TraesCS5A02G529500
E3 ubiquitin ligase *(STUBL5),TraesCS6A02G405400
E3 ubiquitin ligase *(STUBL5),TraesCS6B02G449800
E3 ubiquitin ligase *(STUBL5),TraesCS6D02G389100
E3 ubiquitin ligase,TraesCS5A02G547400
E3 ubiquitin ligase,TraesCS5A02G547800
E3 ubiquitin ligase,TraesCS5A02G228400
E3 ubiquitin ligase,TraesCS5B02G227200
E3 ubiquitin ligase,TraesCS5D02G239200
E3 ubiquitin ligase,TraesCS6A02G001000
E3 ubiquitin ligase,TraesCS6A02G096200
E3 ubiquitin ligase,TraesCS6B02G005200
E3 ubiquitin ligase,TraesCS6B02G124600
E3 ubiquitin ligase,TraesCS6D02G005100
E3 ubiquitin ligase,TraesCS6D02G087300
E3 ubiquitin ligase,TraesCS7A02G283700
E3 ubiquitin ligase,TraesCS7A02G463200
E3 ubiquitin ligase,TraesCS7B02G176700
E3 ubiquitin ligase,TraesCS7B02G363900
E3 ubiquitin ligase,TraesCS7D02G282300
E3 ubiquitin ligase,TraesCS7D02G451000
E3 ubiquitin ligase *(MEL),TraesCS7A02G355600
E3 ubiquitin ligase *(MEL),TraesCS7B02G272100
E3 ubiquitin ligase *(MEL),TraesCS7D02G367300
E4 polyubiquitination factor *(UFD2),TraesCS7A02G477300
E4 polyubiquitination factor *(UFD2),TraesCS7B02G378900
E4 polyubiquitination factor *(UFD2),TraesCS7D02G464800
E3 ubiquitin ligase *(PUB12),TraesCS5A02G078400
E3 ubiquitin ligase *(PUB12),TraesCS5B02G087500
E3 ubiquitin ligase *(PUB12),TraesCS5D02G093700
E3 ubiquitin ligase *(PUB12),TraesCS7A02G001900
E3 ubiquitin ligase *(SAUL),TraesCS5A02G111000
E3 ubiquitin ligase *(SAUL),TraesCS5B02G110000
E3 ubiquitin ligase *(SAUL),TraesCS5D02G123100
E3 ubiquitin ligase *(SAUL),TraesCS6A02G288500
E3 ubiquitin ligase *(SAUL),TraesCS6A02G419200
E3 ubiquitin ligase *(SAUL),TraesCS6B02G318200
E3 ubiquitin ligase *(SAUL),TraesCS6B02G469900
E3 ubiquitin ligase *(SAUL),TraesCS6D02G270400
E3 ubiquitin ligase *(SAUL),TraesCS6D02G407400
E3 ubiquitin ligase *(SAUL),TraesCS7A02G212000
E3 ubiquitin ligase *(SAUL),TraesCS7B02G118900
E3 ubiquitin ligase *(SAUL),TraesCS7D02G213600
E3 ubiquitin ligase *(PUB5),TraesCS6A02G273100
E3 ubiquitin ligase *(PUB5),TraesCS6B02G300500
E3 ubiquitin ligase *(PUB5),TraesCS6D02G253100
E3 ubiquitin ligase *(PUB5),TraesCS7A02G233400
E3 ubiquitin ligase *(PUB5),TraesCS7B02G131700
E3 ubiquitin ligase *(PUB5),TraesCS7D02G233400
E3 ubiquitin ligase *(PUB18),TraesCS5A02G198800
E3 ubiquitin ligase *(PUB18),TraesCS5B02G197400
E3 ubiquitin ligase *(PUB18),TraesCS5D02G204700
E3 ubiquitin ligase *(PUB10),TraesCS6A02G293600
E3 ubiquitin ligase *(PUB10),TraesCS6B02G324000
E3 ubiquitin ligase *(PUB10),TraesCS6D02G274500
E3 ubiquitin ligase *(PUB16),TraesCS6A02G190700
E3 ubiquitin ligase *(PUB16),TraesCS6B02G222200
E3 ubiquitin ligase *(PUB16),TraesCS6D02G180400
E3 ubiquitin ligase *(PUB38),TraesCS5A02G201400
E3 ubiquitin ligase *(PUB38),TraesCS5B02G200100
E3 ubiquitin ligase *(PUB38),TraesCS5D02G207500
E3 ubiquitin ligase *(PUB38),TraesCS7A02G194900
E3 ubiquitin ligase *(PUB38),TraesCS7A02G225500
E3 ubiquitin ligase *(PUB38),TraesCS7B02G100600
E3 ubiquitin ligase *(PUB38),TraesCS7B02G194100
E3 ubiquitin ligase *(PUB38),TraesCS7D02G196500
E3 ubiquitin ligase *(PUB38),TraesCS7D02G229000
E3 ubiquitin ligase *(PUB15),TraesCS7A02G293900
E3 ubiquitin ligase *(PUB15),TraesCS7A02G549700
E3 ubiquitin ligase *(PUB15),TraesCS7B02G186600
E3 ubiquitin ligase *(PUB15),TraesCS7B02G473200
E3 ubiquitin ligase *(PUB15),TraesCS7D02G289800
E3 ubiquitin ligase *(PUB15),TraesCS7D02G536300
E3 ubiquitin ligase *(PUB8),TraesCS7A02G306800
E3 ubiquitin ligase *(PUB8),TraesCS7B02G207100
E3 ubiquitin ligase *(PUB8),TraesCS7D02G303700
E3 ubiquitin ligase,TraesCS5A02G469100
E3 ubiquitin ligase,TraesCS5B02G481600
E3 ubiquitin ligase,TraesCS5D02G481900
E3 ubiquitin ligase,TraesCS6A02G415200
E3 ubiquitin ligase,TraesCS6D02G400800
E3 ubiquitin ligase *(PUB22),TraesCS6A02G176800
E3 ubiquitin ligase *(PUB22),TraesCS6A02G263700
E3 ubiquitin ligase *(PUB22),TraesCS6A02G382300
E3 ubiquitin ligase *(PUB22),TraesCS6A02G382800
E3 ubiquitin ligase *(PUB22),TraesCS6B02G209000
E3 ubiquitin ligase *(PUB22),TraesCS6B02G290700
E3 ubiquitin ligase *(PUB22),TraesCS6B02G420600
E3 ubiquitin ligase *(PUB22),TraesCS6B02G421400
E3 ubiquitin ligase *(PUB22),TraesCS6B02G421900
E3 ubiquitin ligase *(PUB22),TraesCS6D02G167300
E3 ubiquitin ligase *(PUB22),TraesCS6D02G251200
E3 ubiquitin ligase *(PUB22),TraesCS6D02G367100
E3 ubiquitin ligase *(PUB22),TraesCS6D02G367600
E3 ubiquitin ligase *(PUB20),TraesCS6A02G312600
E3 ubiquitin ligase *(PUB20),TraesCS6B02G342800
E3 ubiquitin ligase *(PUB20),TraesCS6D02G292200
E3 ubiquitin ligase *(PUB20),TraesCS7B02G105600
E3 ubiquitin ligase *(PUB20),TraesCS7D02G201600
E3 ubiquitin ligase *(PUB25),TraesCS6A02G256700
E3 ubiquitin ligase *(PUB25),TraesCS6B02G268300
E3 ubiquitin ligase *(PUB25),TraesCS6D02G237900
E3 ubiquitin protein ligase *(PUB34),TraesCS6D02G172100
E3 ubiquitin protein ligase *(PUB34),TraesCS7A02G364200
E3 ubiquitin protein ligase *(PUB34),TraesCS7B02G263700
E3 ubiquitin protein ligase *(PUB34),TraesCS7D02G359000
E3 ubiquitin protein ligase *(PUB51),TraesCS4D02G365900
E3 ubiquitin protein ligase *(PUB51),TraesCS5A02G542700
E3 ubiquitin protein ligase *(PUB51),TraesCS6A02G018500
E3 ubiquitin protein ligase *(PUB51),TraesCS6B02G027000
E3 ubiquitin protein ligase *(PUB51),TraesCS6D02G022900
E3 ubiquitin protein ligase *(PUB51),TraesCS7A02G084400
E3 ubiquitin protein ligase *(PUB51),TraesCS7D02G079400
E3 ubiquitin protein ligase *(PUB32),TraesCS5A02G203900
E3 ubiquitin protein ligase *(PUB32),TraesCS5A02G205800
E3 ubiquitin protein ligase *(PUB32),TraesCS5A02G294600
E3 ubiquitin protein ligase *(PUB32),TraesCS5A02G294700
E3 ubiquitin protein ligase *(PUB32),TraesCS5B02G204400
E3 ubiquitin protein ligase *(PUB32),TraesCS5B02G293900
E3 ubiquitin protein ligase *(PUB32),TraesCS5B02G294000
E3 ubiquitin protein ligase *(PUB32),TraesCS5D02G210500
E3 ubiquitin protein ligase *(PUB32),TraesCS5D02G212200
E3 ubiquitin protein ligase *(PUB32),TraesCS5D02G302000
E3 ubiquitin protein ligase *(PUB32),TraesCS5D02G302100
E3 ubiquitin protein ligase *(PUB32),TraesCS6A02G245400
E3 ubiquitin protein ligase *(PUB32),TraesCS6A02G245500
E3 ubiquitin protein ligase *(PUB32),TraesCS6B02G278900
E3 ubiquitin protein ligase *(PUB32),TraesCS6D02G227800
E3 ubiquitin protein ligase *(PUB32),TraesCS6D02G227900
E3 ubiquitin protein ligase *(PUB32),TraesCS6D02G319000
E3 ubiquitin protein ligase *(PUB32),TraesCS7A02G532900
E3 ubiquitin protein ligase *(PUB32),TraesCS7B02G450000
E3 ubiquitin protein ligase *(PUB32),TraesCS7D02G520100
bifunctional co-chaperone and E3 ubiquitin ligase *(CHIP),TraesCS7A02G318700
bifunctional co-chaperone and E3 ubiquitin ligase *(CHIP),TraesCS7B02G219600
bifunctional co-chaperone and E3 ubiquitin ligase *(CHIP),TraesCS7D02G315300
ASK-type linker component,TraesCS5A02G093500
ASK-type linker component,TraesCS5A02G168900
ASK-type linker component,TraesCS5A02G172300
ASK-type linker component,TraesCS5A02G283500
ASK-type linker component,TraesCS5A02G331300
ASK-type linker component,TraesCS5A02G462800
ASK-type linker component,TraesCS5A02G530000
ASK-type linker component,TraesCS5B02G099600
ASK-type linker component,TraesCS5B02G165700
ASK-type linker component,TraesCS5B02G169700
ASK-type linker component,TraesCS5B02G282400
ASK-type linker component,TraesCS5B02G284100
ASK-type linker component,TraesCS5B02G331600
ASK-type linker component,TraesCS5B02G331700
ASK-type linker component,TraesCS5B02G372700
ASK-type linker component,TraesCS5B02G474100
ASK-type linker component,TraesCS5D02G105800
ASK-type linker component,TraesCS5D02G173200
ASK-type linker component,TraesCS5D02G175900
ASK-type linker component,TraesCS5D02G176900
ASK-type linker component,TraesCS5D02G337000
ASK-type linker component,TraesCS5D02G337100
ASK-type linker component,TraesCS5D02G337200
ASK-type linker component,TraesCS5D02G379900
ASK-type linker component,TraesCS5D02G475400
ASK-type linker component,TraesCS5D02G475600
ASK-type linker component,TraesCS6A02G000300
ASK-type linker component,TraesCS6A02G016900
ASK-type linker component,TraesCS6A02G017300
ASK-type linker component,TraesCS6B02G004300
ASK-type linker component,TraesCS6B02G008800
ASK-type linker component,TraesCS6B02G024700
ASK-type linker component,TraesCS6B02G053400
ASK-type linker component,TraesCS6D02G001600
ASK-type linker component,TraesCS6D02G002600
ASK-type linker component,TraesCS6D02G020500
ASK-type linker component,TraesCS6D02G044400
ASK-type linker component,TraesCS6D02G045500
ASK-type linker component,TraesCS7A02G020600
ASK-type linker component,TraesCS7A02G193600
ASK-type linker component,TraesCS7A02G498800
ASK-type linker component,TraesCS7A02G565700
ASK-type linker component,TraesCS7A02G565800
ASK-type linker component,TraesCS7B02G098900
ASK-type linker component,TraesCS7B02G492200
ASK-type linker component,TraesCS7B02G492300
ASK-type linker component,TraesCS7B02G492400
ASK-type linker component,TraesCS7B02G492500
ASK-type linker component,TraesCS7D02G016900
ASK-type linker component,TraesCS7D02G194900
ASK-type linker component,TraesCS7D02G439100
ASK-type linker component,TraesCS7D02G544900
ASK-type linker component,TraesCS7D02G545000
F-BOX substrate adaptor component activities,TraesCS7A02G481600
F-BOX substrate adaptor component activities,TraesCS7B02G384000
F-BOX substrate adaptor component activities,TraesCS7D02G468700
F-BOX substrate adaptor component activities,TraesCS5A02G091800
F-BOX substrate adaptor component activities,TraesCS5A02G150800
F-BOX substrate adaptor component activities,TraesCS5B02G097800
F-BOX substrate adaptor component activities,TraesCS5B02G149400
F-BOX substrate adaptor component activities,TraesCS5D02G103900
F-BOX substrate adaptor component activities,TraesCS5D02G155900
F-BOX substrate adaptor component activities,TraesCS7A02G188000
F-BOX substrate adaptor component activities,TraesCS5A02G161400
F-BOX substrate adaptor component activities,TraesCS5B02G158800
F-BOX substrate adaptor component activities,TraesCS5D02G166300
F-BOX substrate adaptor component activities,TraesCS6A02G037900
F-BOX substrate adaptor component activities,TraesCS6B02G052900
F-BOX substrate adaptor component activities,TraesCS6D02G043400
F-BOX substrate adaptor component activities,TraesCS7A02G408600
F-BOX substrate adaptor component activities,TraesCS7B02G308300
F-BOX substrate adaptor component activities,TraesCS7D02G401900
F-BOX substrate adaptor component activities,TraesCS7A02G127700
F-BOX substrate adaptor component activities,TraesCS7A02G127800
F-BOX substrate adaptor component activities,TraesCS7B02G027600
F-BOX substrate adaptor component activities,TraesCS7B02G027700
F-BOX substrate adaptor component activities,TraesCS7D02G126300
F-BOX substrate adaptor component activities,TraesCS7D02G126400
F-BOX substrate adaptor component activities,TraesCS7A02G291800
F-BOX substrate adaptor component activities,TraesCS7B02G197900
F-BOX substrate adaptor component activities,TraesCS7D02G290000
F-BOX substrate adaptor component activities,TraesCS5A02G502700
F-BOX substrate adaptor component activities,TraesCS7A02G241200
F-BOX substrate adaptor component activities,TraesCS7B02G136700
F-BOX substrate adaptor component activities,TraesCS7D02G240200
F-BOX substrate adaptor component activities,TraesCS6A02G070800
F-BOX substrate adaptor component activities,TraesCS6A02G070900
F-BOX substrate adaptor component activities,TraesCS6B02G094800
F-BOX substrate adaptor component activities,TraesCS6B02G094900
F-BOX substrate adaptor component activities,TraesCS6B02G095000
F-BOX substrate adaptor component activities,TraesCS6D02G068600
F-BOX substrate adaptor component activities,TraesCS6D02G068700
F-BOX substrate adaptor component activities,TraesCS6D02G068800
F-BOX substrate adaptor component activities,TraesCS6D02G095100
F-BOX substrate adaptor component activities,TraesCS6A02G306000
F-BOX substrate adaptor component activities,TraesCS6B02G334300
F-BOX substrate adaptor component activities,TraesCS6D02G285100
F-BOX substrate adaptor component activities,TraesCS7A02G004100
F-BOX substrate adaptor component activities,TraesCS7A02G004300
F-BOX substrate adaptor component activities,TraesCS7A02G004600
F-BOX substrate adaptor component activities,TraesCS7A02G006600
F-BOX substrate adaptor component activities,TraesCS7D02G004600
F-BOX substrate adaptor component activities,TraesCS7D02G005100
F-BOX substrate adaptor component activities,TraesCS7D02G005400
F-BOX substrate adaptor component activities,TraesCS7D02G007100
F-BOX substrate adaptor component activities,TraesCS7D02G007300
F-BOX substrate adaptor component activities,TraesCS7D02G007900
F-BOX substrate adaptor component activities,TraesCS5A02G094200
F-BOX substrate adaptor component activities,TraesCS5B02G100300
F-BOX substrate adaptor component activities,TraesCS5D02G106500
F-BOX substrate adaptor component activities,TraesCS6B02G227500
F-BOX substrate adaptor component activities,TraesCS7A02G020100
F-BOX substrate adaptor component activities,TraesCS7D02G016400
F-BOX substrate adaptor component activities,TraesCS7B02G234000
F-BOX substrate adaptor component activities,TraesCS6A02G211500
F-BOX substrate adaptor component activities,TraesCS6B02G243200
F-BOX substrate adaptor component activities,TraesCS6D02G195800
F-BOX substrate adaptor component activities,TraesCS5A02G312700
F-BOX substrate adaptor component activities,TraesCS5A02G525700
F-BOX substrate adaptor component activities,TraesCS5B02G313700
F-BOX substrate adaptor component activities,TraesCS5D02G319500
F-BOX substrate adaptor component activities,TraesCS6A02G256100
F-BOX substrate adaptor component activities,TraesCS6B02G269300
F-BOX substrate adaptor component activities,TraesCS6D02G237300
F-BOX substrate adaptor component activities,TraesCS4D02G366000
F-BOX substrate adaptor component activities,TraesCS5A02G542900
F-BOX substrate adaptor component activities,TraesCS5A02G525000
F-BOX substrate adaptor component activities,TraesCS5B02G571500
F-BOX substrate adaptor component activities,TraesCS5D02G562500
F-BOX substrate adaptor component activities,TraesCS6A02G153300
F-BOX substrate adaptor component activities,TraesCS6B02G181000
F-BOX substrate adaptor component activities,TraesCS6D02G142600
F-BOX substrate adaptor component activities,TraesCS7B02G001200
F-BOX substrate adaptor component activities,TraesCS5A02G137000
F-BOX substrate adaptor component activities,TraesCS5B02G135700
F-BOX substrate adaptor component activities,TraesCS5D02G154900
adaptor protein exchange factor *(CAND1),TraesCS5A02G046900
adaptor protein exchange factor *(CAND1),TraesCS5A02G409300
adaptor protein exchange factor *(CAND1),TraesCS5B02G051900
adaptor protein exchange factor *(CAND1),TraesCS5D02G057500
adaptor protein exchange factor *(CAND1),TraesCS5D02G419100
scaffold component *(CUL3),TraesCS6A02G306600
scaffold component *(CUL3),TraesCS6B02G335200
scaffold component *(CUL3),TraesCS6D02G285800
BTB/POZ substrate adaptor component activities,TraesCS6A02G085100
BTB/POZ substrate adaptor component activities,TraesCS6B02G117400
BTB/POZ substrate adaptor component activities,TraesCS5A02G359000
BTB/POZ substrate adaptor component activities,TraesCS5A02G359300
BTB/POZ substrate adaptor component activities,TraesCS5A02G359400
BTB/POZ substrate adaptor component activities,TraesCS5A02G359500
BTB/POZ substrate adaptor component activities,TraesCS5A02G360400
BTB/POZ substrate adaptor component activities,TraesCS5B02G361200
BTB/POZ substrate adaptor component activities,TraesCS5B02G361300
BTB/POZ substrate adaptor component activities,TraesCS5B02G361600
BTB/POZ substrate adaptor component activities,TraesCS5B02G361700
BTB/POZ substrate adaptor component activities,TraesCS5B02G361800
BTB/POZ substrate adaptor component activities,TraesCS5B02G362900
BTB/POZ substrate adaptor component activities,TraesCS5B02G510600
BTB/POZ substrate adaptor component activities,TraesCS5B02G510800
BTB/POZ substrate adaptor component activities,TraesCS5D02G368200
BTB/POZ substrate adaptor component activities,TraesCS5D02G368300
BTB/POZ substrate adaptor component activities,TraesCS5D02G368400
BTB/POZ substrate adaptor component activities,TraesCS5D02G368700
BTB/POZ substrate adaptor component activities,TraesCS5D02G510300
BTB/POZ substrate adaptor component activities,TraesCS5D02G510700
BTB/POZ substrate adaptor component activities,TraesCS5D02G510800
BTB/POZ substrate adaptor component activities,TraesCS5D02G510900
BTB/POZ substrate adaptor component activities,TraesCS7A02G343900
BTB/POZ substrate adaptor component activities,TraesCS7A02G344000
BTB/POZ substrate adaptor component activities,TraesCS7B02G239100
BTB/POZ substrate adaptor component activities,TraesCS7B02G239200
BTB/POZ substrate adaptor component activities,TraesCS7D02G335600
BTB/POZ substrate adaptor component activities,TraesCS7D02G335700
BTB/POZ substrate adaptor component activities,TraesCS5A02G429400
BTB/POZ substrate adaptor component activities,TraesCS5B02G431400
BTB/POZ substrate adaptor component activities,TraesCS5D02G437400
BTB/POZ substrate adaptor component activities,TraesCS5D02G264200
BTB/POZ substrate adaptor component activities,TraesCS7A02G236400
BTB/POZ substrate adaptor component activities,TraesCS7A02G326100
BTB/POZ substrate adaptor component activities,TraesCS7B02G134500
BTB/POZ substrate adaptor component activities,TraesCS7B02G226700
BTB/POZ substrate adaptor component activities,TraesCS7D02G236600
BTB/POZ substrate adaptor component activities,TraesCS7D02G322800
BTB/POZ substrate adaptor component activities,TraesCS5A02G070700
BTB/POZ substrate adaptor component activities,TraesCS5A02G223800
BTB/POZ substrate adaptor component activities,TraesCS5B02G076500
BTB/POZ substrate adaptor component activities,TraesCS5B02G222700
BTB/POZ substrate adaptor component activities,TraesCS5D02G082800
BTB/POZ substrate adaptor component activities,TraesCS5D02G231300
BTB/POZ substrate adaptor component activities,TraesCS7A02G149100
BTB/POZ substrate adaptor component activities,TraesCS7B02G052800
BTB/POZ substrate adaptor component activities,TraesCS7D02G150700
BTB/POZ substrate adaptor component activities,TraesCS5A02G042600
BTB/POZ substrate adaptor component activities,TraesCS5A02G375500
BTB/POZ substrate adaptor component activities,TraesCS5B02G046200
BTB/POZ substrate adaptor component activities,TraesCS5B02G377600
BTB/POZ substrate adaptor component activities,TraesCS5D02G051100
BTB/POZ substrate adaptor component activities,TraesCS5D02G385100
BTB/POZ substrate adaptor component activities,TraesCS7A02G309700
BTB/POZ substrate adaptor component activities,TraesCS7B02G209700
BTB/POZ substrate adaptor component activities,TraesCS7D02G306400
BTB/POZ substrate adaptor component activities,TraesCS7A02G465100
BTB/POZ substrate adaptor component activities,TraesCS7B02G365800
BTB/POZ substrate adaptor component activities,TraesCS7D02G452800
BTB/POZ substrate adaptor component activities,TraesCS5A02G360300
BTB/POZ substrate adaptor component activities,TraesCS5B02G362800
BTB/POZ substrate adaptor component activities,TraesCS5D02G369700
BTB/POZ substrate adaptor component activities,TraesCS7A02G061100
BTB/POZ substrate adaptor component activities,TraesCS7D02G055900
BTB/POZ substrate adaptor component activities,TraesCS5A02G060900
BTB/POZ substrate adaptor component activities,TraesCS5A02G404600
BTB/POZ substrate adaptor component activities,TraesCS5B02G071200
BTB/POZ substrate adaptor component activities,TraesCS5B02G409500
BTB/POZ substrate adaptor component activities,TraesCS5B02G523400
BTB/POZ substrate adaptor component activities,TraesCS5D02G072400
BTB/POZ substrate adaptor component activities,TraesCS5D02G414700
BTB/POZ substrate adaptor component activities,TraesCS7A02G185900
